indice,asignatura,cod_asignatura,cod_plan,curso_aca,id,cod_tipologia,plan,tipologia,universidad,cod_universidad
1361,Teoría de la Señal,TEORÍADELASEÑAL9828,Grado-en-Ingeniería-de-Telecomunicaciones,2021/2022,AtJyU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1362,Sistemas Digitales,SISTEMASDIGITALES3053,Grado-en-Ingeniería-de-Telecomunicaciones,2021/2022,AtJyU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1363,Comunicaciones Ópticas,COMUNICACIONESÓPTICAS3688,Grado-en-Ingeniería-de-Telecomunicaciones,2021/2022,AtJyU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1364,Redes de Telecomunicaciones,REDESDETELECOMUNICACIONES9696,Grado-en-Ingeniería-de-Telecomunicaciones,2021/2022,AtJyU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1365,Álgebra Lineal,ÁLGEBRALINEAL2538,Grado-en-Matemáticas-Aplicadas,2018/2019,TyqLg#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1366,Cálculo Diferencial,CÁLCULODIFERENCIAL8878,Grado-en-Matemáticas-Aplicadas,2018/2019,TyqLg#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1367,Probabilidad y Estadística,PROBABILIDADYESTADÍSTICA9464,Grado-en-Matemáticas-Aplicadas,2018/2019,TyqLg#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1368,Optimización,OPTIMIZACIÓN3300,Grado-en-Matemáticas-Aplicadas,2018/2019,TyqLg#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1369,Análisis Numérico,ANÁLISISNUMÉRICO3072,Grado-en-Matemáticas-Aplicadas,2018/2019,TyqLg#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1370,Electromagnetismo,ELECTROMAGNETISMO2236,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1371,Teoría de la Señal,TEORÍADELASEÑAL9996,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1372,Sistemas Digitales,SISTEMASDIGITALES6891,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1373,Comunicaciones Ópticas,COMUNICACIONESÓPTICAS2349,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1374,Redes de Telecomunicaciones,REDESDETELECOMUNICACIONES6879,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1375,Estadística,ESTADÍSTICA3580,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1376,Instrumentación Electrónica,INSTRUMENTACIÓNELECTRÓNICA4284,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1377,Expresión Gráfica para la Ingeniería,EXPRESIÓNGRÁFICAPARALAINGENIERÍA2841,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1378,Modelado de Sistemas Software,MODELADODESISTEMASSOFTWARE4499,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1379,Trabajo Fin de Grado,TRABAJOFINDEGRADO9075,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1380,Modelado de Datos,MODELADODEDATOS1337,Grado-en-Ingeniería-Electrónica,2017/2018,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1381,Dirección y Gestión de Proyectos,DIRECCIÓNYGESTIÓNDEPROYECTOS2930,Grado-en-Ingeniería-Electrónica,2017/2018,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1382,Ingeniería de Control,INGENIERÍADECONTROL1529,Grado-en-Ingeniería-Electrónica,2017/2018,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1383,Optimización,OPTIMIZACIÓN6776,Grado-en-Ingeniería-Electrónica,2017/2018,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1384,Diseño Arquitectónico y Patrones,DISEÑOARQUITECTÓNICOYPATRONES7053,Grado-en-Ingeniería-Electrónica,2017/2018,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1385,Álgebra Lineal,ÁLGEBRALINEAL8915,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1386,Cálculo Diferencial,CÁLCULODIFERENCIAL3423,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1387,Probabilidad y Estadística,PROBABILIDADYESTADÍSTICA8824,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1388,Optimización,OPTIMIZACIÓN8812,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1389,Análisis Numérico,ANÁLISISNUMÉRICO5977,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1390,Informática Básica,INFORMÁTICABÁSICA7939,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1391,Laboratorio de Desarrollo y Herramientas,LABORATORIODEDESARROLLOYHERRAMIENTAS9535,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1392,Enfermería Clinica I,ENFERMERÍACLINICAI7635,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1393,Análisis de Sistemas Software,ANÁLISISDESISTEMASSOFTWARE2745,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1394,Fundamentos Matemáticos,FUNDAMENTOSMATEMÁTICOS2613,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1395,Modelado y Simulación de Sistemas,MODELADOYSIMULACIÓNDESISTEMAS7300,Máster-Universitario-en-Ingeniería-Informática,2017/2018,klQsW#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1396,Estadística,ESTADÍSTICA4831,Máster-Universitario-en-Ingeniería-Informática,2017/2018,klQsW#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1397,Educación para la Salud,EDUCACIÓNPARALASALUD2766,Máster-Universitario-en-Ingeniería-Informática,2017/2018,klQsW#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1398,Ingeniería de Materiales,INGENIERÍADEMATERIALES4902,Máster-Universitario-en-Ingeniería-Informática,2017/2018,klQsW#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1399,Dirección y Gestión de Proyectos,DIRECCIÓNYGESTIÓNDEPROYECTOS3720,Máster-Universitario-en-Ingeniería-Informática,2017/2018,klQsW#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1400,Fundamentos de Ingeniería Electrónica,FUNDAMENTOSDEINGENIERÍAELECTRÓNICA9022,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1401,Prácticas Clínicas II,PRÁCTICASCLÍNICASII6550,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1402,Bioquímica y Nutrición,BIOQUÍMICAYNUTRICIÓN1869,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1403,Ingeniería Fluidomecánica,INGENIERÍAFLUIDOMECÁNICA9759,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1404,Bases Teóricas y Metodológicas de la Enfermería,BASESTEÓRICASYMETODOLÓGICASDELAENFERMERÍA1830,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1405,Expresión Gráfica para la Ingeniería,EXPRESIÓNGRÁFICAPARALAINGENIERÍA7382,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1406,Código Deontológico y Aspectos Legales,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES5960,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1407,Administración de Infraestructuras TIC y Sistemas,ADMINISTRACIÓNDEINFRAESTRUCTURASTICYSISTEMAS5704,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1408,Fundamentos Matemáticos,FUNDAMENTOSMATEMÁTICOS9025,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1409,Principios de Computadores,PRINCIPIOSDECOMPUTADORES7103,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1410,Instrumentación Electrónica,INSTRUMENTACIÓNELECTRÓNICA6418,Grado-en-Ingeniería-Electrónica,2020/2021,HyOkE#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1411,Inteligencia Artificial,INTELIGENCIAARTIFICIAL3076,Grado-en-Ingeniería-Electrónica,2020/2021,HyOkE#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1412,Física 1,FÍSICA18877,Grado-en-Ingeniería-Electrónica,2020/2021,HyOkE#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1413,Fundamentos Matemáticos,FUNDAMENTOSMATEMÁTICOS3817,Grado-en-Ingeniería-Electrónica,2020/2021,HyOkE#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1414,Redes y Sistemas Distribuidos,REDESYSISTEMASDISTRIBUIDOS3583,Grado-en-Ingeniería-Electrónica,2020/2021,HyOkE#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1415,Bioquímica y Nutrición,BIOQUÍMICAYNUTRICIÓN6264,Grado-en-Enfermería,2021/2022,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1416,Ingeniería de Control,INGENIERÍADECONTROL2237,Grado-en-Enfermería,2021/2022,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1417,Expresión Gráfica para la Ingeniería,EXPRESIÓNGRÁFICAPARALAINGENIERÍA9371,Grado-en-Enfermería,2021/2022,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1418,Dirección y Gestión de Proyectos,DIRECCIÓNYGESTIÓNDEPROYECTOS4697,Grado-en-Enfermería,2021/2022,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1419,Enfermería Clinica Avanzada,ENFERMERÍACLINICAAVANZADA8973,Grado-en-Enfermería,2021/2022,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1420,Electrónica Analógica,ELECTRÓNICAANALÓGICA9412,Grado-en-Ingeniería-Electrónica,2019/2020,HSCdO#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1421,Gestión de Riesgos en Ingeniería del Software,GESTIÓNDERIESGOSENINGENIERÍADELSOFTWARE9582,Grado-en-Ingeniería-Electrónica,2019/2020,HSCdO#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1422,Bases Teóricas y Metodológicas de la Enfermería,BASESTEÓRICASYMETODOLÓGICASDELAENFERMERÍA8315,Grado-en-Ingeniería-Electrónica,2019/2020,HSCdO#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1423,Prácticas Clinicas III,PRÁCTICASCLINICASIII9253,Grado-en-Ingeniería-Electrónica,2019/2020,HSCdO#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1424,Computabilidad y Algoritmia,COMPUTABILIDADYALGORITMIA7766,Grado-en-Ingeniería-Electrónica,2019/2020,HSCdO#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1425,Álgebra Lineal,ÁLGEBRALINEAL3575,Grado-en-Matemáticas-Aplicadas,2018/2019,AgXqj#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1426,Cálculo Diferencial,CÁLCULODIFERENCIAL4560,Grado-en-Matemáticas-Aplicadas,2018/2019,AgXqj#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1427,Probabilidad y Estadística,PROBABILIDADYESTADÍSTICA8723,Grado-en-Matemáticas-Aplicadas,2018/2019,AgXqj#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1428,Optimización,OPTIMIZACIÓN6778,Grado-en-Matemáticas-Aplicadas,2018/2019,AgXqj#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1429,Análisis Numérico,ANÁLISISNUMÉRICO2582,Grado-en-Matemáticas-Aplicadas,2018/2019,AgXqj#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1430,Código Deontológico y Aspectos Legales,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES1324,Grado-en-Ingeniería-Informática,2017/2018,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1431,Algoritmos y Estructuras de Datos,ALGORITMOSYESTRUCTURASDEDATOS6052,Grado-en-Ingeniería-Informática,2017/2018,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1432,Organización y Gestión Empresarial,ORGANIZACIÓNYGESTIÓNEMPRESARIAL1648,Grado-en-Ingeniería-Informática,2017/2018,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1433,Ciencias Psicosociales Aplicadas,CIENCIASPSICOSOCIALESAPLICADAS5790,Grado-en-Ingeniería-Informática,2017/2018,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1434,Lenguajes y Paradigmas de Programación,LENGUAJESYPARADIGMASDEPROGRAMACIÓN7512,Grado-en-Ingeniería-Informática,2017/2018,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1435,Álgebra Lineal,ÁLGEBRALINEAL3385,Grado-en-Matemáticas-Aplicadas,2021/2022,rxdKq#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1436,Cálculo Diferencial,CÁLCULODIFERENCIAL2182,Grado-en-Matemáticas-Aplicadas,2021/2022,rxdKq#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1437,Probabilidad y Estadística,PROBABILIDADYESTADÍSTICA5693,Grado-en-Matemáticas-Aplicadas,2021/2022,rxdKq#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1438,Optimización,OPTIMIZACIÓN7786,Grado-en-Matemáticas-Aplicadas,2021/2022,rxdKq#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1439,Análisis Numérico,ANÁLISISNUMÉRICO8435,Grado-en-Matemáticas-Aplicadas,2021/2022,rxdKq#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1440,Oficina Técnica/Proyectos,OFICINATÉCNICA/PROYECTOS5610,Máster-Universitario-en-Ingeniería-Informática,2019/2020,OumFW#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1441,Computabilidad y Algoritmia,COMPUTABILIDADYALGORITMIA2125,Máster-Universitario-en-Ingeniería-Informática,2019/2020,OumFW#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1442,Fisíca 2,FISÍCA28780,Máster-Universitario-en-Ingeniería-Informática,2019/2020,OumFW#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1443,Prácticas Clínicas II,PRÁCTICASCLÍNICASII2661,Máster-Universitario-en-Ingeniería-Informática,2019/2020,OumFW#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1444,Proyectos de Instalaciones,PROYECTOSDEINSTALACIONES6507,Máster-Universitario-en-Ingeniería-Informática,2019/2020,OumFW#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1445,Procesos Psicosociales,PROCESOSPSICOSOCIALES3884,Grado-en-Enfermería,2019/2020,JCMkf#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1446,Proyectos de Instalaciones,PROYECTOSDEINSTALACIONES3203,Grado-en-Enfermería,2019/2020,JCMkf#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1447,Modelado y Simulación de Sistemas,MODELADOYSIMULACIÓNDESISTEMAS6996,Grado-en-Enfermería,2019/2020,JCMkf#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1448,Administración de Sistemas,ADMINISTRACIÓNDESISTEMAS5351,Grado-en-Enfermería,2019/2020,JCMkf#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1449,Fundamentos de Ingeniería del Software,FUNDAMENTOSDEINGENIERÍADELSOFTWARE5948,Grado-en-Enfermería,2019/2020,JCMkf#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1450,Fundamentos Físicos,FUNDAMENTOSFÍSICOS3913,Grado-en-Ingeniería-Informática,2020/2021,EIldE#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1451,Fundamentos Químicos en la Ingeniería,FUNDAMENTOSQUÍMICOSENLAINGENIERÍA6269,Grado-en-Ingeniería-Informática,2020/2021,EIldE#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1452,Inglés para la Salud,INGLÉSPARALASALUD4939,Grado-en-Ingeniería-Informática,2020/2021,EIldE#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1453,Preveción de Riesgos Laborales,PREVECIÓNDERIESGOSLABORALES6543,Grado-en-Ingeniería-Informática,2020/2021,EIldE#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1454,Sistemas Robotizados,SISTEMASROBOTIZADOS9911,Grado-en-Ingeniería-Informática,2020/2021,EIldE#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1455,Enfermería Clinica Avanzada,ENFERMERÍACLINICAAVANZADA6599,Máster-Universitario-en-Ingeniería-Informática,2022/2023,rDdsK#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1456,Dirección y Gestión de Proyectos,DIRECCIÓNYGESTIÓNDEPROYECTOS6063,Máster-Universitario-en-Ingeniería-Informática,2022/2023,rDdsK#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1457,Código Deontológico y Aspectos Legales,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES9469,Máster-Universitario-en-Ingeniería-Informática,2022/2023,rDdsK#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1458,Inglés Técnico,INGLÉSTÉCNICO2192,Máster-Universitario-en-Ingeniería-Informática,2022/2023,rDdsK#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1459,Ingeniería Fluidomecánica,INGENIERÍAFLUIDOMECÁNICA7821,Máster-Universitario-en-Ingeniería-Informática,2022/2023,rDdsK#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1460,Métodos Estadísticos,MÉTODOSESTADÍSTICOS1631,Grado-en-Enfermería,2017/2018,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1461,Ingeniería de Materiales,INGENIERÍADEMATERIALES4031,Grado-en-Enfermería,2017/2018,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1462,Electrónica Analógica,ELECTRÓNICAANALÓGICA3938,Grado-en-Enfermería,2017/2018,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1463,Principios de Computadores,PRINCIPIOSDECOMPUTADORES2570,Grado-en-Enfermería,2017/2018,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1464,Modelado de Sistemas Software,MODELADODESISTEMASSOFTWARE6470,Grado-en-Enfermería,2017/2018,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1465,Física 1,FÍSICA19829,Grado-en-Enfermería,2021/2022,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1466,Enfermería Clinica Avanzada,ENFERMERÍACLINICAAVANZADA5653,Grado-en-Enfermería,2021/2022,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1467,Seguridad en Sistemas y Tecnologías Web,SEGURIDADENSISTEMASYTECNOLOGÍASWEB8026,Grado-en-Enfermería,2021/2022,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1468,Sistemas Electrónicos Digitales,SISTEMASELECTRÓNICOSDIGITALES7603,Grado-en-Enfermería,2021/2022,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1469,Análisis de Sistemas Software,ANÁLISISDESISTEMASSOFTWARE5432,Grado-en-Enfermería,2021/2022,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1470,Electrónica Analógica,ELECTRÓNICAANALÓGICA6638,Grado-en-Ingeniería-Electrónica,2019/2020,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1471,Electrónica de Potencia,ELECTRÓNICADEPOTENCIA4134,Grado-en-Ingeniería-Electrónica,2019/2020,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1472,Inteligencia Emocional,INTELIGENCIAEMOCIONAL1169,Grado-en-Ingeniería-Electrónica,2019/2020,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1473,Fundamentos Matemáticos,FUNDAMENTOSMATEMÁTICOS4112,Grado-en-Ingeniería-Electrónica,2019/2020,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1474,Visión por Computador,VISIÓNPORCOMPUTADOR4087,Grado-en-Ingeniería-Electrónica,2019/2020,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1475,Electromagnetismo,ELECTROMAGNETISMO1240,Grado-en-Ingeniería-de-Telecomunicaciones,2018/2019,mJflR#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1476,Teoría de la Señal,TEORÍADELASEÑAL4913,Grado-en-Ingeniería-de-Telecomunicaciones,2018/2019,mJflR#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1477,Sistemas Digitales,SISTEMASDIGITALES5310,Grado-en-Ingeniería-de-Telecomunicaciones,2018/2019,mJflR#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1478,Comunicaciones Ópticas,COMUNICACIONESÓPTICAS5936,Grado-en-Ingeniería-de-Telecomunicaciones,2018/2019,mJflR#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1479,Redes de Telecomunicaciones,REDESDETELECOMUNICACIONES8505,Grado-en-Ingeniería-de-Telecomunicaciones,2018/2019,mJflR#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1480,Sistemas y Tecnologías Despliegue y Mantenimiento,SISTEMASYTECNOLOGÍASDESPLIEGUEYMANTENIMIENTO7259,Grado-en-Ingeniería-Informática,2022/2023,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1481,Gestión de la Calidad,GESTIÓNDELACALIDAD1592,Grado-en-Ingeniería-Informática,2022/2023,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1482,Inglés Aplicado para la Comunicación en Salud,INGLÉSAPLICADOPARALACOMUNICACIÓNENSALUD7318,Grado-en-Ingeniería-Informática,2022/2023,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1483,Organización y Gestión de Proyectos,ORGANIZACIÓNYGESTIÓNDEPROYECTOS1892,Grado-en-Ingeniería-Informática,2022/2023,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1484,Educación para la Salud,EDUCACIÓNPARALASALUD3675,Grado-en-Ingeniería-Informática,2022/2023,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1485,Modelado y Simulación de Sistemas,MODELADOYSIMULACIÓNDESISTEMAS6364,Grado-en-Ingeniería-Electrónica,2018/2019,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
1486,Oficina Técnica/Proyectos,OFICINATÉCNICA/PROYECTOS9532,Grado-en-Ingeniería-Electrónica,2018/2019,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
