indice,asignatura,calif_numerica,calif,cod_asig,cod_plan,conv,curso_aca,id,plan,universidad,cod_universidad
1865,Electromagnetismo,5.73,Aprobado,ELECTROMAGNETISMO9367,Grado-en-Ingeniería-de-Telecomunicaciones,Junio,2020/2021,Hsisu#####,Plan 2018,Universidad de la Laguna,ULL015
1866,Teoría de la Señal,2.8,No presentado,TEORÍADELASEÑAL2368,Grado-en-Ingeniería-de-Telecomunicaciones,Septiembre,2020/2021,Hsisu#####,Plan 2018,Universidad de la Laguna,ULL015
1867,Sistemas Digitales,9.34,Aprobado,SISTEMASDIGITALES7091,Grado-en-Ingeniería-de-Telecomunicaciones,Julio,2020/2021,Hsisu#####,Plan 2018,Universidad de la Laguna,ULL015
1868,Comunicaciones Ópticas,7.28,Aprobado,COMUNICACIONESÓPTICAS7991,Grado-en-Ingeniería-de-Telecomunicaciones,Septiembre,2020/2021,Hsisu#####,Plan 2018,Universidad de la Laguna,ULL015
1869,Redes de Telecomunicaciones,8.21,Aprobado,REDESDETELECOMUNICACIONES7860,Grado-en-Ingeniería-de-Telecomunicaciones,Julio,2020/2021,Hsisu#####,Plan 2018,Universidad de la Laguna,ULL015
1870,Enfermería Clinica II,8.17,Aprobado,ENFERMERÍACLINICAII7342,Grado-en-Ingeniería-Informática,Junio,2017/2018,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1871,Farmacología y Diétitica,3.59,No presentado,FARMACOLOGÍAYDIÉTITICA5295,Grado-en-Ingeniería-Informática,Septiembre,2017/2018,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1872,Electrónica Analógica,8.61,Aprobado,ELECTRÓNICAANALÓGICA6971,Grado-en-Ingeniería-Informática,Junio,2017/2018,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1873,Modelado y Simulación de Sistemas,1.18,No presentado,MODELADOYSIMULACIÓNDESISTEMAS6181,Grado-en-Ingeniería-Informática,Julio,2017/2018,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1874,Prácticas Externas,1.18,No presentado,PRÁCTICASEXTERNAS9339,Grado-en-Ingeniería-Informática,Septiembre,2017/2018,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1875,Farmacología y Diétitica,6.11,Aprobado,FARMACOLOGÍAYDIÉTITICA8801,Grado-en-Ingeniería-Informática,Junio,2018/2019,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1876,Oficina Técnica/Proyectos,0.3,No presentado,OFICINATÉCNICA/PROYECTOS8672,Grado-en-Ingeniería-Informática,Julio,2018/2019,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1877,Preveción de Riesgos Laborales,8.79,Aprobado,PREVECIÓNDERIESGOSLABORALES6738,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1878,Sistemas Robotizados,4.56,Suspenso,SISTEMASROBOTIZADOS8242,Grado-en-Ingeniería-Informática,Julio,2018/2019,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1879,Fundamentos Químicos en la Ingeniería,9.83,Aprobado,FUNDAMENTOSQUÍMICOSENLAINGENIERÍA2847,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1880,Automatización Industrial Avanzada,6.42,Aprobado,AUTOMATIZACIÓNINDUSTRIALAVANZADA9331,Grado-en-Ingeniería-Informática,Junio,2019/2020,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1881,Código Deontológico y Aspectos Legales,5.45,Aprobado,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES7475,Grado-en-Ingeniería-Informática,Junio,2019/2020,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1882,Sistemas y Tecnologías Web Cliente,2.65,No presentado,SISTEMASYTECNOLOGÍASWEBCLIENTE7587,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1883,Proyectos de Instalaciones,5.38,Aprobado,PROYECTOSDEINSTALACIONES5704,Grado-en-Ingeniería-Informática,Junio,2019/2020,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1884,Sistemas y Técnologías Web Arquitectura,6.06,Aprobado,SISTEMASYTÉCNOLOGÍASWEBARQUITECTURA6627,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1885,Computación en la Nube,7.16,Aprobado,COMPUTACIÓNENLANUBE3271,Grado-en-Ingeniería-Informática,Julio,2020/2021,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1886,Informática,4.28,Suspenso,INFORMÁTICA8135,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1887,Fundamentos de Ingeniería Eléctrica,2.52,No presentado,FUNDAMENTOSDEINGENIERÍAELÉCTRICA5876,Grado-en-Ingeniería-Informática,Julio,2020/2021,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1888,Computabilidad y Algoritmia,6.03,Aprobado,COMPUTABILIDADYALGORITMIA5872,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1889,Sistemas Electrónicos Digitales,7.23,Aprobado,SISTEMASELECTRÓNICOSDIGITALES6571,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,nhqrk#####,Plan 2018,Universidad de la Laguna,ULL015
1890,Álgebra Lineal,3.17,No presentado,ÁLGEBRALINEAL5572,Grado-en-Matemáticas-Aplicadas,Junio,2017/2018,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1891,Cálculo Diferencial,9.72,Aprobado,CÁLCULODIFERENCIAL3446,Grado-en-Matemáticas-Aplicadas,Julio,2017/2018,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1892,Probabilidad y Estadística,8.36,Aprobado,PROBABILIDADYESTADÍSTICA9255,Grado-en-Matemáticas-Aplicadas,Junio,2017/2018,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1893,Optimización,0.53,No presentado,OPTIMIZACIÓN6800,Grado-en-Matemáticas-Aplicadas,Septiembre,2017/2018,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1894,Análisis Numérico,5.66,Aprobado,ANÁLISISNUMÉRICO1844,Grado-en-Matemáticas-Aplicadas,Junio,2017/2018,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1895,Álgebra Lineal,2.85,No presentado,ÁLGEBRALINEAL1312,Grado-en-Matemáticas-Aplicadas,Junio,2018/2019,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1896,Cálculo Diferencial,6.07,Aprobado,CÁLCULODIFERENCIAL8229,Grado-en-Matemáticas-Aplicadas,Julio,2018/2019,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1897,Probabilidad y Estadística,7.92,Aprobado,PROBABILIDADYESTADÍSTICA6126,Grado-en-Matemáticas-Aplicadas,Julio,2018/2019,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1898,Optimización,0.94,No presentado,OPTIMIZACIÓN2558,Grado-en-Matemáticas-Aplicadas,Julio,2018/2019,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1899,Análisis Numérico,8.79,Aprobado,ANÁLISISNUMÉRICO3057,Grado-en-Matemáticas-Aplicadas,Julio,2018/2019,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1900,Álgebra Lineal,9.62,Aprobado,ÁLGEBRALINEAL3958,Grado-en-Matemáticas-Aplicadas,Julio,2019/2020,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1901,Cálculo Diferencial,0.27,No presentado,CÁLCULODIFERENCIAL8432,Grado-en-Matemáticas-Aplicadas,Junio,2019/2020,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1902,Probabilidad y Estadística,0.65,No presentado,PROBABILIDADYESTADÍSTICA3141,Grado-en-Matemáticas-Aplicadas,Julio,2019/2020,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1903,Optimización,6.21,Aprobado,OPTIMIZACIÓN6837,Grado-en-Matemáticas-Aplicadas,Julio,2019/2020,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1904,Análisis Numérico,1.02,No presentado,ANÁLISISNUMÉRICO5184,Grado-en-Matemáticas-Aplicadas,Julio,2019/2020,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1905,Álgebra Lineal,3.58,No presentado,ÁLGEBRALINEAL8369,Grado-en-Matemáticas-Aplicadas,Julio,2020/2021,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1906,Cálculo Diferencial,2.7,No presentado,CÁLCULODIFERENCIAL9577,Grado-en-Matemáticas-Aplicadas,Junio,2020/2021,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1907,Probabilidad y Estadística,0.87,No presentado,PROBABILIDADYESTADÍSTICA9976,Grado-en-Matemáticas-Aplicadas,Septiembre,2020/2021,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1908,Optimización,4.47,Suspenso,OPTIMIZACIÓN3818,Grado-en-Matemáticas-Aplicadas,Septiembre,2020/2021,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1909,Análisis Numérico,2.1,No presentado,ANÁLISISNUMÉRICO1202,Grado-en-Matemáticas-Aplicadas,Julio,2020/2021,MwvjD#####,Plan 2018,Universidad de la Laguna,ULL015
1910,Álgebra,0.97,No presentado,ÁLGEBRA6792,Máster-Universitario-en-Ingeniería-Informática,Junio,2017/2018,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1911,Enfermería Clinica II,8.18,Aprobado,ENFERMERÍACLINICAII8092,Máster-Universitario-en-Ingeniería-Informática,Junio,2017/2018,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1912,Computabilidad y Algoritmia,7.07,Aprobado,COMPUTABILIDADYALGORITMIA4250,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2017/2018,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1913,Diseño Arquitectónico y Patrones,2.99,No presentado,DISEÑOARQUITECTÓNICOYPATRONES9798,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2017/2018,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1914,Sistemas de Interacción Persona-Computador,4.88,Suspenso,SISTEMASDEINTERACCIÓNPERSONA-COMPUTADOR3870,Máster-Universitario-en-Ingeniería-Informática,Julio,2017/2018,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1915,Administración de Sistemas,4.98,Suspenso,ADMINISTRACIÓNDESISTEMAS9400,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2018/2019,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1916,Inglés para la Salud,7.57,Aprobado,INGLÉSPARALASALUD1337,Máster-Universitario-en-Ingeniería-Informática,Junio,2018/2019,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1917,Fundamentos de Ingeniería Electrónica,4.4,Suspenso,FUNDAMENTOSDEINGENIERÍAELECTRÓNICA5882,Máster-Universitario-en-Ingeniería-Informática,Junio,2018/2019,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1918,Sistemas Electrónicos Digitales,8.73,Aprobado,SISTEMASELECTRÓNICOSDIGITALES8335,Máster-Universitario-en-Ingeniería-Informática,Julio,2018/2019,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1919,Seguridad en Sistemas y Tecnologías Web,4.11,Suspenso,SEGURIDADENSISTEMASYTECNOLOGÍASWEB8197,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2018/2019,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1920,Preveción de Riesgos Laborales,7.36,Aprobado,PREVECIÓNDERIESGOSLABORALES8272,Máster-Universitario-en-Ingeniería-Informática,Julio,2019/2020,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1921,Farmacología y Diétitica,2.35,No presentado,FARMACOLOGÍAYDIÉTITICA9648,Máster-Universitario-en-Ingeniería-Informática,Julio,2019/2020,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1922,Informática Industrial,2.38,No presentado,INFORMÁTICAINDUSTRIAL8777,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2019/2020,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1923,Inglés Aplicado para la Comunicación en Salud,4.86,Suspenso,INGLÉSAPLICADOPARALACOMUNICACIÓNENSALUD2737,Máster-Universitario-en-Ingeniería-Informática,Julio,2019/2020,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1924,Fundamentos de Ingeniería Electrónica,0.79,No presentado,FUNDAMENTOSDEINGENIERÍAELECTRÓNICA3914,Máster-Universitario-en-Ingeniería-Informática,Julio,2019/2020,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1925,Gestión de Comunicación y Conocimiento Empresarial,7.4,Aprobado,GESTIÓNDECOMUNICACIÓNYCONOCIMIENTOEMPRESARIAL4519,Máster-Universitario-en-Ingeniería-Informática,Junio,2020/2021,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1926,Cálculo,7.31,Aprobado,CÁLCULO5174,Máster-Universitario-en-Ingeniería-Informática,Junio,2020/2021,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1927,Sistemas y Tecnologías Web Servidor,3.31,No presentado,SISTEMASYTECNOLOGÍASWEBSERVIDOR2276,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2020/2021,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1928,Ingeniería Térmica,7.17,Aprobado,INGENIERÍATÉRMICA2133,Máster-Universitario-en-Ingeniería-Informática,Junio,2020/2021,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1929,Habilidades Interpersonales y Comunicación,4.63,Suspenso,HABILIDADESINTERPERSONALESYCOMUNICACIÓN7995,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2020/2021,ofuWZ#####,Plan 2018,Universidad de la Laguna,ULL015
1930,Normativa y Regulación,9.4,Aprobado,NORMATIVAYREGULACIÓN8620,Grado-en-Ingeniería-Informática,Julio,2017/2018,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1931,Informática,7.06,Aprobado,INFORMÁTICA7770,Grado-en-Ingeniería-Informática,Junio,2017/2018,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1932,Código Deontológico y Aspectos Legales,5.07,Aprobado,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES7775,Grado-en-Ingeniería-Informática,Septiembre,2017/2018,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1933,Seguridad en Sistemas y Tecnologías Web,9.31,Aprobado,SEGURIDADENSISTEMASYTECNOLOGÍASWEB5938,Grado-en-Ingeniería-Informática,Julio,2017/2018,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1934,Gestión de Comunicación y Conocimiento Empresarial,3.61,No presentado,GESTIÓNDECOMUNICACIÓNYCONOCIMIENTOEMPRESARIAL2554,Grado-en-Ingeniería-Informática,Julio,2017/2018,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1935,Oficina Técnica/Proyectos,1.34,No presentado,OFICINATÉCNICA/PROYECTOS1602,Grado-en-Ingeniería-Informática,Junio,2018/2019,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1936,Farmacología y Diétitica,8.97,Aprobado,FARMACOLOGÍAYDIÉTITICA5074,Grado-en-Ingeniería-Informática,Julio,2018/2019,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1937,Gestión de Proyectos Informáticos,4.5,Suspenso,GESTIÓNDEPROYECTOSINFORMÁTICOS7721,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1938,Organización y Gestión Empresarial,8.73,Aprobado,ORGANIZACIÓNYGESTIÓNEMPRESARIAL4682,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1939,Diseño Arquitectónico y Patrones,1.58,No presentado,DISEÑOARQUITECTÓNICOYPATRONES7822,Grado-en-Ingeniería-Informática,Junio,2018/2019,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1940,Sistemas Operativos,2.02,No presentado,SISTEMASOPERATIVOS1125,Grado-en-Ingeniería-Informática,Julio,2019/2020,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1941,Algoritmos y Estructuras de Datos Avanzados,4.48,Suspenso,ALGORITMOSYESTRUCTURASDEDATOSAVANZADOS5491,Grado-en-Ingeniería-Informática,Junio,2019/2020,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1942,Expresión Gráfica para la Ingeniería,2.58,No presentado,EXPRESIÓNGRÁFICAPARALAINGENIERÍA4157,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1943,Prácticas Clinicas IV,2.98,No presentado,PRÁCTICASCLINICASIV9189,Grado-en-Ingeniería-Informática,Julio,2019/2020,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1944,Prácticas Clinicas III,1.0,No presentado,PRÁCTICASCLINICASIII8862,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1945,Fundamentos Físicos para la Ingeniería,7.81,Aprobado,FUNDAMENTOSFÍSICOSPARALAINGENIERÍA8769,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1946,Informática Industrial,6.89,Aprobado,INFORMÁTICAINDUSTRIAL3672,Grado-en-Ingeniería-Informática,Julio,2020/2021,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1947,Estadística,7.41,Aprobado,ESTADÍSTICA3237,Grado-en-Ingeniería-Informática,Julio,2020/2021,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1948,Bases de Datos,3.46,No presentado,BASESDEDATOS2961,Grado-en-Ingeniería-Informática,Julio,2020/2021,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1949,Normativa y Regulación,0.95,No presentado,NORMATIVAYREGULACIÓN7942,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,iuKzi#####,Plan 2018,Universidad de la Laguna,ULL015
1950,Ingeniería de Control,5.32,Aprobado,INGENIERÍADECONTROL8022,Máster-Universitario-en-Ingeniería-Informática,Julio,2017/2018,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1951,Habilidades Interpersonales y Comunicación,1.58,No presentado,HABILIDADESINTERPERSONALESYCOMUNICACIÓN1647,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2017/2018,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1952,Oficina Técnica/Proyectos,2.45,No presentado,OFICINATÉCNICA/PROYECTOS2871,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2017/2018,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1953,Ingeniería Fluidomecánica,6.03,Aprobado,INGENIERÍAFLUIDOMECÁNICA3407,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2017/2018,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1954,Algoritmos y Estructuras de Datos,9.08,Aprobado,ALGORITMOSYESTRUCTURASDEDATOS6345,Máster-Universitario-en-Ingeniería-Informática,Junio,2017/2018,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1955,Bases Teóricas y Metodológicas de la Enfermería,0.64,No presentado,BASESTEÓRICASYMETODOLÓGICASDELAENFERMERÍA5238,Máster-Universitario-en-Ingeniería-Informática,Junio,2018/2019,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1956,Fundamentos Matemáticos,0.21,No presentado,FUNDAMENTOSMATEMÁTICOS7530,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2018/2019,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1957,Fundamentos de Ingeniería Electrónica,6.5,Aprobado,FUNDAMENTOSDEINGENIERÍAELECTRÓNICA1803,Máster-Universitario-en-Ingeniería-Informática,Junio,2018/2019,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1958,Farmacología y Diétitica,1.73,No presentado,FARMACOLOGÍAYDIÉTITICA3034,Máster-Universitario-en-Ingeniería-Informática,Junio,2018/2019,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1959,Elasticidad y Resistencia de Materiales,2.09,No presentado,ELASTICIDADYRESISTENCIADEMATERIALES6603,Máster-Universitario-en-Ingeniería-Informática,Junio,2018/2019,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1960,Enfermería de la Infancia y Adolescencia,8.5,Aprobado,ENFERMERÍADELAINFANCIAYADOLESCENCIA4353,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2019/2020,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1961,Sistemas Robotizados,1.01,No presentado,SISTEMASROBOTIZADOS7863,Máster-Universitario-en-Ingeniería-Informática,Junio,2019/2020,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1962,Estructuras de Computadores,1.37,No presentado,ESTRUCTURASDECOMPUTADORES4909,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2019/2020,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1963,Enfermería Comunitaria,7.84,Aprobado,ENFERMERÍACOMUNITARIA7620,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2019/2020,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1964,Fundamentos de Ingeniería del Software,1.53,No presentado,FUNDAMENTOSDEINGENIERÍADELSOFTWARE8569,Máster-Universitario-en-Ingeniería-Informática,Junio,2019/2020,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1965,Trabajo Fin de Grado,1.15,No presentado,TRABAJOFINDEGRADO2894,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2020/2021,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1966,Modelado y Simulación de Sistemas,2.63,No presentado,MODELADOYSIMULACIÓNDESISTEMAS7433,Máster-Universitario-en-Ingeniería-Informática,Junio,2020/2021,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1967,Sistemas y Tecnologías Despliegue y Mantenimiento,4.43,Suspenso,SISTEMASYTECNOLOGÍASDESPLIEGUEYMANTENIMIENTO6818,Máster-Universitario-en-Ingeniería-Informática,Junio,2020/2021,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1968,Métodos Estadísticos,8.3,Aprobado,MÉTODOSESTADÍSTICOS4419,Máster-Universitario-en-Ingeniería-Informática,Septiembre,2020/2021,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1969,Optimización,6.25,Aprobado,OPTIMIZACIÓN9507,Máster-Universitario-en-Ingeniería-Informática,Junio,2020/2021,TRuJM#####,Plan 2018,Universidad de la Laguna,ULL015
1970,Métodos Estadísticos,4.41,Suspenso,MÉTODOSESTADÍSTICOS3289,Grado-en-Enfermería,Junio,2017/2018,zKsqL#####,Plan 2018,Universidad de la Laguna,ULL015
1971,Electrónica Analógica,1.58,No presentado,ELECTRÓNICAANALÓGICA2286,Grado-en-Enfermería,Julio,2017/2018,zKsqL#####,Plan 2018,Universidad de la Laguna,ULL015
1972,Ingeniería de Control,1.05,No presentado,INGENIERÍADECONTROL1748,Grado-en-Enfermería,Julio,2017/2018,zKsqL#####,Plan 2018,Universidad de la Laguna,ULL015
1973,Enfermería en Quirófano,8.61,Aprobado,ENFERMERÍAENQUIRÓFANO2497,Grado-en-Enfermería,Junio,2017/2018,zKsqL#####,Plan 2018,Universidad de la Laguna,ULL015
1974,Informática Básica,1.68,No presentado,INFORMÁTICABÁSICA5038,Grado-en-Enfermería,Julio,2017/2018,zKsqL#####,Plan 2018,Universidad de la Laguna,ULL015
1975,Proyectos de Instalaciones,7.1,Aprobado,PROYECTOSDEINSTALACIONES5152,Grado-en-Enfermería,Septiembre,2018/2019,zKsqL#####,Plan 2018,Universidad de la Laguna,ULL015
1976,Ingeniería Térmica,4.18,Suspenso,INGENIERÍATÉRMICA9843,Grado-en-Enfermería,Julio,2018/2019,zKsqL#####,Plan 2018,Universidad de la Laguna,ULL015
1977,Métodos Estadísticos,7.54,Aprobado,MÉTODOSESTADÍSTICOS4788,Grado-en-Enfermería,Julio,2018/2019,zKsqL#####,Plan 2018,Universidad de la Laguna,ULL015
1978,Fundamentos Matemáticos,8.99,Aprobado,FUNDAMENTOSMATEMÁTICOS2106,Grado-en-Enfermería,Junio,2018/2019,zKsqL#####,Plan 2018,Universidad de la Laguna,ULL015
